,id,favorite_count,retweet_count
947,750101899009982464,2937,809
948,750086836815486976,2097,509
949,750071704093859840,7528,3168
950,750056684286914561,3056,858
951,750041628174217216,3059,583
952,750026558547456000,2621,749
953,750011400160841729,3115,863
954,749996283729883136,2943,782
955,749981277374128128,4933,2363
956,749774190421639168,4505,1266
957,749417653287129088,5884,1566
958,749403093750648834,2515,504
959,749395845976588288,8247,3280
960,749317047558017024,5273,2141
961,749075273010798592,5543,1972
962,749064354620928000,4634,1462
963,749036806121881602,2983,757
964,748977405889503236,10371,3248
965,748932637671223296,5576,2148
966,748705597323898880,2676,916
967,748699167502000129,4572,1515
968,748692773788876800,4076,1278
969,748575535303884801,5843,1900
970,748568946752774144,2125,645
971,748346686624440324,5022,1179
972,748337862848962560,7321,3912
973,748324050481647620,3557,723
974,748307329658011649,3559,683
975,748220828303695873,13613,7404
976,747963614829678593,5563,2041
977,747933425676525569,6363,2436
978,747885874273214464,2817,924
979,747844099428986880,2718,712
980,747816857231626240,4653,1110
981,747651430853525504,1318,147
982,747648653817413632,12393,5553
983,747600769478692864,2255,541
984,747594051852075008,3530,994
985,747512671126323200,5312,1538
986,747461612269887489,3724,996
987,747439450712596480,5213,1827
988,747242308580548608,0,2765
989,747219827526344708,5054,1491
990,747204161125646336,3225,866
991,747103485104099331,9174,3771
992,746906459439529985,2788,281
993,746872823977771008,5760,2032
994,746818907684614144,5116,1661
995,746790600704425984,4686,1527
996,746757706116112384,9183,3721
997,746726898085036033,5812,1709
998,746542875601690625,4848,1807
999,746521445350707200,0,938
1000,746507379341139972,4477,1037
1001,746369468511756288,5973,1555
1002,746131877086527488,6619,2086
1003,746056683365994496,3434,778
1004,745789745784041472,3838,1010
1005,745712589599014916,6724,2213
1006,745433870967832576,6780,2419
1007,745422732645535745,8221,2301
1008,745314880350101504,6860,2607
1009,745074613265149952,7535,3323
1010,745057283344719872,6961,2136
1011,744995568523612160,2843,584
1012,744971049620602880,7563,2550
1013,744709971296780288,5384,1492
1014,744334592493166593,6498,2001
1015,744234799360020481,149760,73824
1016,744223424764059648,1586,343
1017,743980027717509120,4010,1044
1018,743895849529389061,3510,924
1019,743835915802583040,0,1963
1020,743609206067040256,4297,1320
1021,743595368194129920,17589,6204
1022,743545585370791937,3394,895
1023,743510151680958465,7621,3547
1024,743253157753532416,4063,1166
1025,743222593470234624,5944,1825
1026,743210557239623680,3678,1298
1027,742534281772302336,6770,3401
1028,742528092657332225,4233,1862
1029,742465774154047488,6962,3736
1030,742423170473463808,9425,3550
1031,742385895052087300,6526,1865
1032,742161199639494656,4121,1296
1033,742150209887731712,4889,1465
1034,741793263812808706,4364,1428
1035,741743634094141440,7815,2608
1036,741438259667034112,3535,779
1037,741303864243200000,8414,3052
1038,741099773336379392,9575,5250
1039,741067306818797568,9146,2929
1040,740995100998766593,6070,2574
1041,740711788199743490,3252,900
1042,740699697422163968,2729,743
1043,740676976021798912,17392,6483
1044,740373189193256964,33575,12643
1045,740365076218183684,2353,406
1046,740359016048689152,3142,817
1047,740214038584557568,6402,1863
1048,739979191639244800,19108,5612
1049,739932936087216128,3877,1023
1050,739844404073074688,3640,814
1051,739623569819336705,3605,1289
1052,739606147276148736,5174,1568
1053,739544079319588864,37744,20097
1054,739485634323156992,6825,2764
1055,739238157791694849,110825,55021
1056,738891149612572673,100,6
1057,738885046782832640,3611,1088
1058,738883359779196928,3150,746
1059,738537504001953792,4869,1458
1060,738402415918125056,3120,783
1061,738184450748633089,4129,1154
1062,738166403467907072,8366,3163
1063,738156290900254721,2390,612
1064,737826014890496000,5033,1677
1065,737800304142471168,9573,3293
1066,737678689543020544,4801,1248
1067,737445876994609152,9791,4222
1068,737322739594330112,3442,770
1069,737310737551491075,14007,7031
1070,736736130620620800,4051,1629
1071,736392552031657984,16933,6953
1072,736365877722001409,3803,1174
1073,736225175608430592,7751,2647
1074,736010884653420544,7527,2807
1075,735991953473572864,3427,1081
1076,735648611367784448,3866,1048
1077,735635087207878657,5892,2232
1078,735274964362878976,12473,4748
1079,735256018284875776,3187,833
1080,735137028879360001,2990,920
1081,734912297295085568,2634,503
1082,734787690684657664,11978,5983
1083,734776360183431168,2399,507
1084,734559631394082816,1421,375
1085,733828123016450049,3413,741
1086,733822306246479872,3509,975
1087,733482008106668032,2979,894
1088,733460102733135873,3992,1192
1089,733109485275860992,51043,16178
1090,732732193018155009,2319,509
1091,732726085725589504,3402,842
1092,732585889486888962,3486,741
1093,732375214819057664,7724,2378
1094,732005617171337216,14193,5086
1095,731285275100512256,3347,947
1096,731156023742988288,3658,1198
1097,730924654643314689,5862,1874
1098,730573383004487680,4649,2011
1099,730427201120833536,3326,986
1100,730211855403241472,3632,1004
1101,730196704625098752,4613,1776
1102,729854734790754305,3851,1058
1103,729838605770891264,1652,358
1104,729823566028484608,3790,1180
1105,729463711119904772,5516,2191
1106,729113531270991872,1792,301
1107,728986383096946689,2995,770
1108,728760639972315136,4443,1608
1109,728751179681943552,2634,644
1110,728653952833728512,3161,989
1111,728409960103686147,4676,1893
1112,728387165835677696,3545,911
1113,728046963732717569,4089,1137
1114,728035342121635841,4334,1576
1115,728015554473250816,3935,1039
1116,727685679342333952,2834,603
1117,727644517743104000,5594,1659
1118,727524757080539137,4260,1146
1119,727314416056803329,3180,703
1120,727286334147182592,2924,777
1121,727175381690781696,3728,1313
1122,727155742655025152,3442,1255
1123,726935089318363137,6558,2305
1124,726887082820554753,3665,1433
1125,726828223124897792,3410,951
1126,726224900189511680,4223,1086
1127,725842289046749185,6765,2520
1128,725786712245440512,3980,1297
1129,725729321944506368,4965,1677
1130,725458796924002305,1352,578
1131,724983749226668032,3559,1225
1132,724771698126512129,2231,599
1133,724405726123311104,5039,1577
1134,724049859469295616,4135,1683
1135,724046343203856385,2538,527
1136,724004602748780546,3980,1455
1137,723912936180330496,3719,1167
1138,723688335806480385,7299,2760
1139,723673163800948736,2890,840
1140,723179728551723008,5049,1764
1141,722974582966214656,3912,1481
1142,722613351520608256,4759,1549
1143,721503162398597120,4395,1727
1144,721001180231503872,2415,581
1145,720785406564900865,2951,724
1146,720775346191278080,2343,621
1147,720415127506415616,3946,1420
1148,720389942216527872,6074,2362
1149,720340705894408192,2734,921
1150,720059472081784833,3679,1061
1151,720043174954147842,4715,1902
1152,719991154352222208,4622,1644
1153,719704490224398336,4328,1345
1154,719551379208073216,4820,1796
1155,719367763014393856,2674,710
1156,719339463458033665,4242,1166
1157,719332531645071360,3286,898
1158,718971898235854848,3318,1024
1159,718939241951195136,5008,1650
1160,718631497683582976,17987,7567
1161,718613305783398402,2328,454
1162,718540630683709445,2320,959
1163,718460005985447936,2575,498
1164,718454725339934721,4635,1429
1165,718246886998687744,1823,467
1166,718234618122661888,3689,937
1167,717841801130979328,2339,563
1168,717790033953034240,2722,1034
1169,717537687239008257,5524,1745
1170,717428917016076293,1541,426
1171,717421804990701568,3003,791
1172,717047459982213120,5989,1815
1173,717009362452090881,3088,909
1174,716802964044845056,4099,1104
1175,716791146589110272,7870,1497
1176,716730379797970944,1174,410
1177,716447146686459905,12457,5550
1178,716439118184652801,2280,200
1179,716285507865542656,2653,995
1180,716080869887381504,6476,1804
1181,715928423106027520,3048,833
1182,715758151270801409,3544,1356
1183,715733265223708672,4464,1604
1184,715704790270025728,2648,542
1185,715696743237730304,3738,1222
1186,715680795826982913,4092,1513
1187,715360349751484417,5218,1483
1188,715342466308784130,2910,647
1189,715220193576927233,2315,614
1190,715200624753819648,4916,1761
1191,715009755312439296,3964,1157
1192,714982300363173890,3556,979
1193,714962719905021952,7012,4017
1194,714957620017307648,3961,1337
1195,714631576617938945,3124,940
1196,714606013974974464,3475,876
1197,714485234495041536,2543,1069
1198,714258258790387713,2900,693
1199,714251586676113411,3125,790
1200,714214115368108032,2183,829
1201,714141408463036416,4128,1331
1202,713919462244790272,3145,752
1203,713909862279876608,1812,516
1204,713900603437621249,2713,693
1205,713761197720473600,4641,1294
1206,713411074226274305,4237,1238
1207,713177543487135744,6896,2716
1208,713175907180089344,4246,1396
1209,712809025985978368,18182,6364
1210,712717840512598017,11757,4697
1211,712668654853337088,3969,1143
1212,712438159032893441,5071,1484
1213,712309440758808576,225,25
1214,712097430750289920,3605,982
1215,712092745624633345,2816,847
1216,712085617388212225,3124,464
1217,712065007010385924,2154,591
1218,711998809858043904,0,123
1219,711968124745228288,7686,2185
1220,711743778164514816,2717,944
1221,711732680602345472,8403,3863
1222,711694788429553666,31335,17351
1223,711652651650457602,3680,861
1224,711363825979756544,3462,1077
1225,711306686208872448,3159,705
1226,711008018775851008,2858,580
1227,710997087345876993,4378,1319
1228,710844581445812225,2432,647
1229,710833117892898816,2563,504
1230,710658690886586372,2213,533
1231,710609963652087808,4581,2264
1232,710588934686908417,4332,1760
1233,710296729921429505,2275,698
1234,710283270106132480,2065,495
1235,710272297844797440,4322,1186
1236,710269109699739648,2292,1062
1237,710153181850935296,2786,852
1238,710140971284037632,2629,840
1239,710117014656950272,5208,1876
1240,709918798883774466,3345,1029
1241,709901256215666688,638,98
1242,709852847387627521,3350,1138
1243,709566166965075968,3382,1135
1244,709556954897764353,3128,1015
1245,709519240576036864,1433,226
1246,709449600415961088,2109,541
1247,709409458133323776,2526,645
1248,709225125749587968,2292,540
1249,709207347839836162,11937,5452
1250,709198395643068416,2348,610
1251,709179584944730112,1929,637
1252,709158332880297985,1949,390
1253,709042156699303936,4518,1546
1254,708853462201716736,1724,625
1255,708845821941387268,2842,849
1256,708834316713893888,1612,474
1257,708810915978854401,15755,6541
1258,708738143638450176,2640,774
1259,708711088997666817,2419,677
1260,708479650088034305,2436,645
1261,708469915515297792,2967,773
1262,708400866336894977,15196,9504
1263,708356463048204288,3421,1252
1264,708349470027751425,2253,701
1265,708149363256774660,4120,1476
1266,708130923141795840,3231,811
1267,708119489313951744,2574,933
1268,708109389455101952,1872,530
1269,708026248782585858,4208,1823
1270,707995814724026368,2988,1069
1271,707983188426153984,49,2
1272,707969809498152960,2574,910
1273,707776935007539200,3139,909
1274,707741517457260545,2378,582
1275,707738799544082433,3897,2317
1276,707693576495472641,3247,947
1277,707629649552134146,2455,822
1278,707610948723478529,16230,5993
1279,707420581654872064,2152,664
1280,707411934438625280,2198,568
1281,707387676719185920,3344,1205
1282,707377100785885184,3121,1026
1283,707315916783140866,2370,602
1284,707297311098011648,2672,740
1285,707059547140169728,2485,641
1286,707038192327901184,2095,746
1287,707021089608753152,3902,1280
1288,707014260413456384,2214,565
1289,706904523814649856,13938,7449
1290,706901761596989440,1949,549
1291,706681918348251136,3158,926
1292,706644897839910912,2449,1039
1293,706593038911545345,2065,602
1294,706538006853918722,3333,1359
1295,706516534877929472,2989,975
1296,706346369204748288,3295,878
1297,706310011488698368,20319,7477
1298,706291001778950144,1630,454
1299,706265994973601792,2615,884
1300,706169069255446529,3737,2097
1301,706166467411222528,4924,1517
1302,706153300320784384,1416,363
1303,705975130514706432,2968,692
1304,705970349788291072,3038,844
1305,705898680587526145,2273,525
1306,705786532653883392,1852,491
1307,705591895322394625,3032,1090
1308,705475953783398401,2839,870
1309,705442520700944385,4212,1525
1310,705428427625635840,3643,1588
1311,705239209544720384,2863,716
1312,705223444686888960,2478,757
1313,705102439679201280,2049,491
1314,705066031337840642,2090,582
1315,704871453724954624,4087,1063
1316,704859558691414016,2155,499
1317,704847917308362754,4859,1437
1318,704819833553219584,2525,931
1319,704761120771465216,6356,2765
1320,704499785726889984,2783,952
1321,704491224099647488,714,74
1322,704480331685040129,3258,1019
1323,704364645503647744,7635,3371
1324,704347321748819968,1508,331
1325,704134088924532736,1440,433
1326,704113298707505153,1781,545
1327,704054845121142784,2797,874
1328,703774238772166656,1771,430
1329,703769065844768768,3118,1084
1330,703631701117943808,2452,633
1331,703611486317502464,3679,1452
1332,703425003149250560,3632,1286
1333,703407252292673536,2336,657
1334,703382836347330562,3354,1086
1335,703356393781329922,1833,369
1336,703268521220972544,1891,517
1337,703079050210877440,7067,2926
1338,703041949650034688,25192,11792
1339,702932127499816960,2475,681
1340,702899151802126337,1531,425
1341,702684942141153280,3095,1011
1342,702671118226825216,2099,535
1343,702598099714314240,11713,3266
1344,702539513671897089,2763,914
1345,702332542343577600,3036,1468
1346,702321140488925184,3141,999
1347,702276748847800320,2359,731
1348,702217446468493312,4581,1278
1349,701981390485725185,3295,935
1350,701952816642965504,3673,976
1351,701889187134500865,3384,1315
1352,701805642395348998,3267,1584
1353,701601587219795968,2010,433
1354,701570477911896070,2697,882
1355,701545186879471618,2553,580
1356,701214700881756160,11694,4843
1357,700890391244103680,2124,535
1358,700864154249383937,2485,596
1359,700847567345688576,2354,476
1360,700796979434098688,2335,891
1361,700747788515020802,21795,8804
1362,700518061187723268,2500,755
1363,700505138482569216,2189,547
1364,700462010979500032,3941,1692
1365,700167517596164096,2522,692
1366,700151421916807169,2149,642
1367,700143752053182464,7198,2574
1368,700062718104104960,2526,650
1369,700029284593901568,1988,553
1370,700002074055016451,3163,1269
1371,699801817392291840,2901,901
1372,699788877217865730,2141,487
1373,699779630832685056,2609,1176
1374,699775878809702401,1877,577
1375,699691744225525762,9822,4361
1376,699446877801091073,5705,2497
1377,699434518667751424,2085,490
1378,699423671849451520,1303,305
1379,699413908797464576,1994,595
1380,699370870310113280,1819,415
1381,699323444782047232,3018,822
1382,699088579889332224,2155,592
1383,699079609774645248,2341,613
1384,699072405256409088,2835,1129
1385,699060279947165696,3581,1708
1386,699036661657767936,2499,1144
1387,698989035503689728,3196,924
1388,698953797952008193,2564,863
1389,698907974262222848,2423,589
1390,698710712454139905,2366,644
1391,698703483621523456,1385,352
1392,698635131305795584,1246,326
1393,698549713696649216,2221,591
1394,698355670425473025,1759,423
1395,698342080612007937,2162,915
1396,698262614669991936,4573,1892
1397,698195409219559425,16056,5664
1398,698178924120031232,2698,702
1399,697995514407682048,1452,320
1400,697990423684476929,3139,1223
1401,697943111201378304,2288,644
1402,697881462549430272,2883,1103
1403,697630435728322560,1666,521
1404,697616773278015490,3001,959
1405,697596423848730625,2878,1199
1406,697575480820686848,1954,481
1407,697516214579523584,1957,1056
1408,697482927769255936,2322,635
1409,697463031882764288,3281,1332
1410,697270446429966336,4509,1787
1411,697259378236399616,3152,951
1412,697255105972801536,2938,1098
1413,697242256848379904,2429,640
1414,696900204696625153,3035,977
1415,696894894812565505,2242,646
1416,696886256886657024,4636,1701
1417,696877980375769088,2347,676
1418,696754882863349760,1415,342
1419,696744641916489729,1978,887
1420,696713835009417216,2268,615
1421,696518437233913856,3752,1640
1422,696490539101908992,1158,135
1423,696488710901260288,2400,972
1424,696405997980676096,3069,1100
1425,696100768806522880,1850,619
1426,695816827381944320,2883,1089
1427,695794761660297217,3033,735
1428,695767669421768709,1780,701
1429,695629776980148225,4371,1987
1430,695446424020918272,4230,1731
1431,695409464418041856,8304,3406
1432,695314793360662529,3463,1372
1433,695095422348574720,2532,584
1434,695074328191332352,2703,1043
1435,695064344191721472,1536,556
1436,695051054296211456,2538,754
1437,694925794720792577,2586,873
1438,694905863685980160,2627,885
1439,694669722378485760,34265,13610
1440,694356675654983680,1434,272
1441,694352839993344000,1951,578
1442,694342028726001664,1516,462
1443,694329668942569472,1914,480
1444,694206574471057408,3985,1938
1445,694183373896572928,2819,884
1446,694001791655137281,3263,974
1447,693993230313091072,1802,383
1448,693942351086120961,1676,349
1449,693647888581312512,2578,555
1450,693644216740769793,1298,119
1451,693642232151285760,2441,397
1452,693629975228977152,2346,757
1453,693622659251335168,1468,355
1454,693590843962331137,4833,1852
1455,693582294167244802,1578,235
1456,693486665285931008,1693,599
1457,693280720173801472,3203,1181
1458,693267061318012928,2274,771
1459,693262851218264065,2113,471
1460,693231807727280129,2757,706
1461,693155686491000832,7538,3041
1462,693109034023534592,1634,577
1463,693095443459342336,1783,430
1464,692919143163629568,2573,722
1465,692905862751522816,2328,831
1466,692901601640583168,1686,571
1467,692894228850999298,2162,750
1468,692828166163931137,2754,848
1469,692752401762250755,6529,3469
1470,692568918515392513,4176,1464
1471,692535307825213440,3012,1292
1472,692530551048294401,1761,391
1473,692423280028966913,1412,211
1474,692417313023332352,8966,3283
1475,692187005137076224,2425,780
1476,692158366030913536,2053,750
1477,692142790915014657,1575,370
1478,692041934689402880,3246,1198
1479,692017291282812928,2767,905
1480,691820333922455552,3794,1563
1481,691793053716221953,7786,4016
1482,691756958957883396,2710,933
1483,691675652215414786,1868,479
1484,691483041324204033,2292,531
1485,691459709405118465,3872,1078
1486,691444869282295808,2522,800
1487,691416866452082688,18513,7245
1488,691321916024623104,2471,630
1489,691096613310316544,2853,839
1490,691090071332753408,1657,319
1491,690989312272396288,5655,2725
1492,690959652130045952,3424,1175
1493,690938899477221376,3916,1849
1494,690932576555528194,3145,963
1495,690735892932222976,3621,1210
1496,690728923253055490,2085,491
1497,690690673629138944,2229,778
1498,690649993829576704,1245,261
1499,690607260360429569,287,16
1500,690597161306841088,1866,575
1501,690400367696297985,1808,427
1502,690374419777196032,3109,802
1503,690360449368465409,2546,836
1504,690348396616552449,1434,490
1505,690248561355657216,1607,393
1506,690021994562220032,2685,976
1507,690015576308211712,2378,698
1508,690005060500217858,3515,1604
1509,689999384604450816,1353,349
1510,689993469801164801,1397,428
1511,689977555533848577,1312,427
1512,689905486972461056,2349,657
1513,689877686181715968,2913,1105
1514,689835978131935233,2085,717
1515,689661964914655233,3102,893
1516,689659372465688576,9927,3650
1517,689623661272240129,2131,611
1518,689599056876867584,11164,5230
1519,689557536375177216,1969,431
1520,689517482558820352,3251,1360
1521,689289219123089408,2154,884
1522,689283819090870273,3121,1044
1523,689280876073582592,1901,671
1524,689275259254616065,1097,235
1525,689255633275777024,2447,1029
1526,689154315265683456,2955,946
1527,689143371370250240,1939,479
1528,688916208532455424,2600,818
1529,688908934925697024,2017,729
1530,688898160958271489,2006,742
1531,688894073864884227,2149,652
1532,688828561667567616,1320,345
1533,688804835492233216,920,181
1534,688789766343622656,2120,632
1535,688547210804498433,2478,661
1536,688519176466644993,2224,697
1537,688385280030670848,8863,4241
1538,688211956440801280,2155,788
1539,688179443353796608,2050,558
1540,688116655151435777,2708,735
1541,688064179421470721,1659,343
1542,687841446767013888,5217,2374
1543,687826841265172480,2628,1065
1544,687818504314159109,2379,905
1545,687807801670897665,2280,682
1546,687732144991551489,1687,627
1547,687704180304273409,2331,802
1548,687664829264453632,1855,487
1549,687494652870668288,1825,548
1550,687480748861947905,1531,228
1551,687476254459715584,1898,505
1552,687460506001633280,1969,513
1553,687399393394311168,1815,585
1554,687317306314240000,19292,8711
1555,687312378585812992,4181,1804
1556,687127927494963200,5186,2142
1557,687124485711986689,2101,480
1558,687109925361856513,5571,2337
1559,687102708889812993,2246,913
1560,687096057537363968,2143,576
1561,686947101016735744,8273,3033
1562,686760001961103360,3365,1320
1563,686749460672679938,3333,1374
1564,686730991906516992,3950,1142
1565,686683045143953408,2707,763
1566,686618349602762752,3540,1291
1567,686606069955735556,1809,516
1568,686394059078897668,1667,656
1569,686386521809772549,3122,835
1570,686377065986265092,2119,535
1571,686358356425093120,2081,626
1572,686286779679375361,3857,1594
1573,686050296934563840,2133,692
1574,686035780142297088,1098,111
1575,686034024800862208,2945,1083
1576,686007916130873345,2371,385
1577,686003207160610816,1752,588
1578,685973236358713344,2010,495
1579,685943807276412928,1554,559
1580,685906723014619143,7154,2707
1581,685681090388975616,1954,116
1582,685667379192414208,2256,534
1583,685663452032069632,3082,1388
1584,685641971164143616,2787,726
1585,685547936038666240,31494,14770
1586,685532292383666176,2905,1094
1587,685325112850124800,9021,3754
1588,685321586178670592,2532,597
1589,685315239903100929,3146,987
1590,685307451701334016,1989,415
1591,685268753634967552,2961,1130
1592,685198997565345792,2234,631
1593,685169283572338688,3942,1351
1594,684969860808454144,2284,349
1595,684959798585110529,6512,2959
1596,684940049151070208,3067,988
1597,684926975086034944,3341,443
1598,684914660081053696,3356,1379
1599,684902183876321280,1788,500
1600,684880619965411328,2001,764
1601,684830982659280897,33497,20572
1602,684800227459624960,2607,948
1603,684594889858887680,8510,3316
1604,684588130326986752,3932,1340
1605,684567543613382656,2882,1146
1606,684538444857667585,2527,897
1607,684481074559381504,3714,1115
1608,684460069371654144,1887,528
1609,684241637099323392,7759,3098
1610,684225744407494656,1189,196
1611,684222868335505415,3664,1296
1612,684200372118904832,2056,989
1613,684195085588783105,1824,481
1614,684188786104872960,3347,1100
1615,684177701129875456,1932,627
1616,684147889187209216,2865,1443
1617,684122891630342144,1919,445
1618,684097758874210310,3935,1353
1619,683857920510050305,3651,1064
1620,683852578183077888,1864,330
1621,683849932751646720,2496,903
1622,683834909291606017,2516,1068
1623,683828599284170753,2684,1003
1624,683773439333797890,3203,1277
1625,683742671509258241,6180,3144
1626,683515932363329536,7009,2743
1627,683498322573824003,3038,921
1628,683481228088049664,2551,953
1629,683462770029932544,2322,643
1630,683449695444799489,3697,1520
1631,683391852557561860,7314,2269
1632,683357973142474752,2767,865
1633,683142553609318400,2744,989
1634,683111407806746624,3255,862
1635,683098815881154561,2080,621
1636,683078886620553216,1915,538
1637,683030066213818368,2069,706
1638,682962037429899265,35095,15540
1639,682808988178739200,1698,158
1640,682788441537560576,2372,1057
1641,682750546109968385,1449,412
1642,682697186228989953,1260,344
1643,682662431982772225,2919,1025
1644,682638830361513985,1976,563
1645,682429480204398592,3289,1089
1646,682406705142087680,7232,1659
1647,682393905736888321,2143,628
1648,682389078323662849,1595,446
1649,682303737705140231,2931,924
1650,682259524040966145,3958,1124
1651,682242692827447297,3088,1085
1652,682088079302213632,17386,9306
1653,682059653698686977,4716,1585
1654,682047327939461121,3054,888
1655,682032003584274432,6278,1882
1656,682003177596559360,2982,1432
1657,681981167097122816,2685,980
1658,681891461017812993,2367,776
1659,681694085539872773,12243,3839
1660,681679526984871937,1686,416
1661,681654059175129088,2507,856
1662,681610798867845120,1811,443
1663,681579835668455424,3381,1230
1664,681523177663676416,13635,5437
1665,681340665377193984,1570,258
1666,681339448655802368,8876,3868
1667,681320187870711809,2521,704
1668,681302363064414209,3753,1716
1669,681297372102656000,3077,897
1670,681281657291280384,3081,1038
1671,681261549936340994,1393,251
1672,681242418453299201,1422,498
1673,681231109724700672,2304,461
1674,681193455364796417,3535,1397
1675,680970795137544192,2300,617
1676,680959110691590145,4379,1889
1677,680940246314430465,3042,978
1678,680934982542561280,1997,411
1679,680913438424612864,2304,586
1680,680889648562991104,1687,347
1681,680836378243002368,3305,1252
1682,680805554198020098,2056,632
1683,680801747103793152,2272,773
1684,680798457301471234,2716,976
1685,680609293079592961,2507,654
1686,680583894916304897,3458,1251
1687,680497766108381184,4038,1804
1688,680494726643068929,1643,460
1689,680473011644985345,2428,710
1690,680440374763077632,1390,473
1691,680221482581123072,1417,279
1692,680206703334408192,2705,1101
1693,680191257256136705,2060,473
1694,680176173301628928,3715,1460
1695,680161097740095489,2221,696
1696,680145970311643136,3443,1645
1697,680130881361686529,2192,888
1698,680115823365742593,2592,860
1699,680100725817409536,3432,1299
1700,680085611152338944,12223,8514
1701,680070545539371008,2466,811
1702,679877062409191424,1883,607
1703,679872969355714560,2102,633
1704,679862121895714818,2350,582
1705,679854723806179328,2726,1158
1706,679844490799091713,2265,716
1707,679828447187857408,34474,13216
1708,679777920601223168,2962,1035
1709,679736210798047232,1996,744
1710,679729593985699840,2069,782
1711,679722016581222400,1587,442
1712,679530280114372609,4551,1962
1713,679527802031484928,2513,685
1714,679511351870550016,3205,1191
1715,679503373272485890,3021,1380
1716,679475951516934144,2001,605
1717,679462823135686656,29963,17688
1718,679405845277462528,2257,1128
1719,679158373988876288,20198,7567
1720,679148763231985668,2650,969
1721,679132435750195208,2825,1085
1722,679111216690831360,5651,2437
1723,679062614270468097,16107,7571
1724,679047485189439488,2140,618
1725,679001094530465792,2708,1151
1726,678991772295516161,2161,1085
1727,678969228704284672,1557,429
1728,678800283649069056,2441,846
1729,678798276842360832,3273,1087
1730,678774928607469569,2669,853
1731,678767140346941444,3342,1277
1732,678764513869611008,1542,439
1733,678755239630127104,6720,3072
1734,678740035362037760,3550,1560
1735,678708137298427904,5312,2282
1736,678675843183484930,2702,1375
1737,678643457146150913,1952,378
1738,678446151570427904,3799,1440
1739,678424312106393600,5177,2391
1740,678410210315247616,3982,1685
1741,678399652199309312,76085,29834
1742,678396796259975168,1507,391
1743,678389028614488064,1764,393
1744,678380236862578688,2300,847
1745,678341075375947776,1637,503
1746,678334497360859136,1227,233
1747,678278586130948096,10822,5735
1748,678255464182861824,1506,345
1749,678023323247357953,1805,352
1750,678021115718029313,12870,5891
1751,677961670166224897,3239,1584
1752,677918531514703872,1257,382
1753,677895101218201600,4560,1938
1754,677716515794329600,2878,917
1755,677700003327029250,3208,1348
1756,677698403548192770,1165,300
1757,677687604918272002,2356,793
1758,677673981332312066,3147,1403
1759,677662372920729601,1840,885
1760,677644091929329666,1762,761
1761,677573743309385728,2013,647
1762,677565715327688705,1230,430
1763,677557565589463040,2311,1077
1764,677547928504967168,6535,3442
1765,677530072887205888,1002,214
1766,677335745548390400,2870,1631
1767,677334615166730240,1273,265
1768,677331501395156992,1026,218
1769,677328882937298944,3455,1413
1770,677314812125323265,1558,496
1771,677301033169788928,1160,374
1772,677269281705472000,1861,661
1773,677228873407442944,3345,1531
1774,677187300187611136,2575,849
1775,676975532580409345,2617,997
1776,676957860086095872,2107,758
1777,676949632774234114,1233,368
1778,676948236477857792,2031,807
1779,676946864479084545,1635,343
1780,676942428000112642,1953,699
1781,676936541936185344,12021,4627
1782,676916996760600576,2801,1700
1783,676897532954456065,2120,682
1784,676864501615042560,1967,656
1785,676821958043033607,21553,14432
1786,676819651066732545,1720,618
1787,676811746707918848,1351,403
1788,676776431406465024,4703,1892
1789,676617503762681856,2713,891
1790,676613908052996102,1025,185
1791,676606785097199616,1795,406
1792,676603393314578432,1094,356
1793,676593408224403456,4297,2001
1794,676590572941893632,869,115
1795,676588346097852417,2170,730
1796,676582956622721024,1115,254
1797,676575501977128964,2419,1044
1798,676533798876651520,1764,515
1799,676496375194980353,1431,498
1800,676470639084101634,10948,4364
1801,676440007570247681,1617,618
1802,676430933382295552,1312,316
1803,676263575653122048,1967,505
1804,676237365392908289,1134,261
1805,676219687039057920,72011,28864
1806,676215927814406144,1630,535
1807,676191832485810177,2126,959
1808,676146341966438401,1809,618
1809,676121918416756736,2035,1082
1810,676101918813499392,2664,1090
1811,676098748976615425,2795,1309
1812,676089483918516224,1229,407
1813,675898130735476737,1513,527
1814,675891555769696257,1993,791
1815,675888385639251968,2222,880
1816,675878199931371520,3917,1306
1817,675870721063669760,1529,524
1818,675853064436391936,2522,1191
1819,675849018447167488,889,131
1820,675845657354215424,2126,809
1821,675822767435051008,1428,502
1822,675820929667219457,983,221
1823,675798442703122432,9639,3187
1824,675781562965868544,1513,433
1825,675740360753160193,1102,314
1826,675710890956750848,1757,758
1827,675707330206547968,1849,634
1828,675706639471788032,607,87
1829,675534494439489536,1729,380
1830,675531475945709568,1111,354
1831,675522403582218240,974,263
1832,675517828909424640,1211,432
1833,675501075957489664,16093,5437
1834,675497103322386432,2930,1197
1835,675489971617296384,1203,550
1836,675483430902214656,1719,897
1837,675432746517426176,1415,529
1838,675372240448454658,1579,483
1839,675362609739206656,984,208
1840,675354435921575936,30430,15502
1841,675349384339542016,3672,2103
1842,675334060156301312,2585,1194
1843,675166823650848770,3311,1456
1844,675153376133427200,5827,2376
1845,675149409102012420,3475,1573
1846,675147105808306176,877,212
1847,675146535592706048,1103,268
1848,675145476954566656,1992,826
1849,675135153782571009,1216,434
1850,675113801096802304,1810,725
1851,675111688094527488,893,225
1852,675109292475830276,2611,1040
1853,675047298674663426,982,292
1854,675015141583413248,2523,1093
1855,675006312288268288,907,208
1856,675003128568291329,1450,429
